region,day,Wind_kmh,Wet_percent,Visibility_km,Dayduration_Min
Normandie,2017/07/26,22.0,95.0,8.875,923.0
Normandie,2017/07/27,23.0,83.0,10.0,921.0
Normandie,2017/07/28,23.0,77.0,10.0,918.0
Normandie,2017/07/29,27.0,83.0,10.0,915.0
Normandie,2017/07/30,23.0,81.0,9.875,913.0
Normandie,2017/07/31,14.0,72.0,9.875,909.0
Normandie,2017/08/01,13.0,70.0,9.875,907.0
Normandie,2017/08/02,24.0,84.0,8.75,904.0
Normandie,2017/08/03,31.0,74.0,10.0,901.0
Normandie,2017/08/04,23.0,77.0,10.0,898.0
Normandie,2017/08/05,26.0,74.0,10.0,895.0
Normandie,2017/08/06,11.0,67.0,10.0,892.0
Normandie,2017/08/07,16.0,63.0,10.0,889.0
Normandie,2017/08/08,21.0,89.0,9.125,886.0
Normandie,2017/08/09,15.0,77.0,9.875,883.0
Normandie,2017/08/10,27.0,87.0,9.625,879.0
Normandie,2017/08/11,20.0,75.0,9.875,876.0
Normandie,2017/08/12,23.0,94.0,8.0,874.0
Normandie,2017/08/13,10.0,73.0,10.0,870.0
Normandie,2017/08/14,11.0,66.0,10.0,867.0
Normandie,2017/08/15,18.0,84.0,9.625,863.0
Normandie,2017/08/16,9.0,68.0,10.0,860.0
Normandie,2017/08/17,24.0,91.0,10.0,858.0
Normandie,2017/08/18,32.0,80.0,9.875,854.0
Normandie,2017/08/19,26.0,75.0,10.0,851.0
Normandie,2017/08/20,12.0,67.0,10.0,847.0
Normandie,2017/08/21,15.0,90.0,9.0,844.0
Normandie,2017/08/22,18.0,81.0,8.0,841.0
Normandie,2017/08/23,24.0,81.0,10.0,837.0
Normandie,2017/08/24,8.0,72.0,10.0,834.0
Normandie,2017/08/25,14.0,77.0,10.0,830.0
Normandie,2017/08/26,13.0,75.0,10.0,827.0
Normandie,2017/08/27,14.0,69.0,9.875,823.0
Normandie,2017/08/28,12.0,72.0,10.0,820.0
Normandie,2017/08/29,17.0,71.0,9.5,817.0
Normandie,2017/08/30,26.0,92.0,10.0,813.0
Normandie,2017/08/31,23.0,77.0,9.75,810.0
Normandie,2017/09/01,18.0,75.0,10.0,806.0
Normandie,2017/09/02,13.0,67.0,10.0,803.0
Normandie,2017/09/03,28.0,87.0,9.875,800.0
Normandie,2017/09/04,18.0,87.0,10.0,796.0
Normandie,2017/09/05,26.0,87.0,9.0,793.0
Normandie,2017/09/06,28.0,75.0,10.0,789.0
Normandie,2017/09/07,22.0,82.0,10.0,786.0
Normandie,2017/09/08,34.0,87.0,9.875,782.0
Normandie,2017/09/09,25.0,78.0,9.875,778.0
Normandie,2017/09/10,35.0,79.0,10.0,774.0
Normandie,2017/09/11,43.0,77.0,10.0,771.0
Normandie,2017/09/12,27.0,73.0,10.0,768.0
Normandie,2017/09/13,39.0,89.0,9.75,764.0
Normandie,2017/09/14,37.0,73.0,9.75,761.0
Normandie,2017/09/15,15.0,73.0,9.875,757.0
Normandie,2017/09/16,10.0,82.0,10.0,753.0
Normandie,2017/09/17,13.0,80.0,9.875,749.0
Normandie,2017/09/18,18.0,79.0,9.75,746.0
Normandie,2017/09/19,15.0,77.0,9.875,742.0
Normandie,2017/09/20,17.0,77.0,10.0,739.0
Normandie,2017/09/21,23.0,71.0,10.0,735.0
Normandie,2017/09/22,8.0,72.0,10.0,731.0
Normandie,2017/09/23,14.0,68.0,10.0,728.0
Normandie,2017/09/24,16.0,83.0,9.875,724.0
Normandie,2017/09/25,14.0,90.0,6.75,721.0
Normandie,2017/09/26,9.0,90.0,10.0,717.0
Normandie,2017/09/27,16.0,81.0,9.0,713.0
Normandie,2017/09/28,12.0,88.0,9.0,709.0
Normandie,2017/09/29,23.0,89.0,10.0,706.0
Normandie,2017/09/30,23.0,75.0,10.0,702.0
Normandie,2017/10/01,23.0,89.0,9.0,699.0
Normandie,2017/10/02,31.0,83.0,9.875,695.0
Normandie,2017/10/03,19.0,73.0,10.0,692.0
Normandie,2017/10/04,17.0,75.0,10.0,687.0
Normandie,2017/10/05,35.0,90.0,10.0,684.0
Normandie,2017/10/06,15.0,81.0,10.0,680.0
Normandie,2017/10/07,31.0,82.0,10.0,677.0
Normandie,2017/10/08,10.0,82.0,10.0,673.0
Normandie,2017/10/09,21.0,92.0,10.0,670.0
Normandie,2017/10/10,20.0,86.0,10.0,666.0
Normandie,2017/10/11,31.0,84.0,10.0,663.0
Normandie,2017/10/12,15.0,82.0,10.0,659.0
Normandie,2017/10/13,17.0,83.0,10.0,655.0
Normandie,2017/10/14,7.0,80.0,10.0,652.0
Normandie,2017/10/15,21.0,76.0,10.0,648.0
Normandie,2017/10/16,33.0,71.0,10.0,645.0
Normandie,2017/10/17,15.0,73.0,10.0,641.0
Normandie,2017/10/18,19.0,88.0,9.375,638.0
Normandie,2017/10/19,29.0,88.0,9.5,634.0
Normandie,2017/10/20,33.0,75.0,10.0,632.0
Normandie,2017/10/21,44.0,72.0,9.875,628.0
Normandie,2017/10/22,36.0,72.0,9.75,624.0
Normandie,2017/10/23,30.0,90.0,8.0,621.0
Normandie,2017/10/24,24.0,89.0,9.875,617.0
Normandie,2017/10/26,8.0,77.0,10.0,611.0
Normandie,2017/10/27,18.0,87.0,10.0,607.0
Normandie,2017/10/28,24.0,81.0,10.0,604.0
Normandie,2017/10/29,24.0,89.0,9.0,600.0
Normandie,2017/10/30,13.0,77.0,10.0,598.0
Normandie,2017/10/31,9.0,73.0,10.0,594.0
Normandie,2017/11/01,21.0,57.0,10.0,590.0
Normandie,2017/11/02,15.0,88.0,10.0,588.0
Normandie,2017/11/03,13.0,86.0,9.375,584.0
Normandie,2017/11/04,30.0,90.0,8.875,582.0
Normandie,2017/11/05,25.0,69.0,9.5,578.0
Normandie,2017/11/06,6.0,70.0,10.0,576.0
Normandie,2017/11/07,23.0,73.0,9.625,572.0
Normandie,2017/11/08,30.0,85.0,8.875,569.0
Normandie,2017/11/09,18.0,88.0,9.875,566.0
Normandie,2017/11/10,30.0,88.0,10.0,563.0
Normandie,2017/11/11,42.0,91.0,8.625,560.0
Normandie,2017/11/12,40.0,82.0,9.375,557.0
Normandie,2017/11/13,19.0,75.0,10.0,555.0
Normandie,2017/11/14,19.0,79.0,10.0,551.0
Normandie,2017/11/15,11.0,86.0,10.0,548.0
Normandie,2017/11/16,9.0,81.0,10.0,546.0
Normandie,2017/11/17,8.0,90.0,9.75,543.0
Normandie,2017/11/18,19.0,78.0,10.0,541.0
Normandie,2017/11/19,11.0,77.0,10.0,538.0
Normandie,2017/11/20,31.0,86.0,10.0,536.0
Normandie,2017/11/21,29.0,87.0,10.0,533.0
Normandie,2017/11/22,35.0,69.0,10.0,531.0
Normandie,2017/11/23,32.0,82.0,10.0,528.0
Normandie,2017/11/24,19.0,82.0,9.5,526.0
Normandie,2017/11/25,27.0,79.0,9.75,523.0
Normandie,2017/11/26,24.0,75.0,10.0,521.0
Normandie,2017/11/27,46.0,83.0,9.625,519.0
Normandie,2017/11/28,24.0,82.0,9.25,517.0
Normandie,2017/11/29,26.0,80.0,10.0,515.0
Normandie,2017/11/30,28.0,74.0,9.625,514.0
Normandie,2017/12/01,30.0,86.0,9.875,511.0
Normandie,2017/12/02,13.0,82.0,10.0,509.0
Normandie,2017/12/03,16.0,92.0,9.0,508.0
Normandie,2017/12/04,15.0,84.0,10.0,506.0
Normandie,2017/12/05,10.0,82.0,10.0,504.0
Normandie,2017/12/06,22.0,81.0,10.0,503.0
Normandie,2017/12/07,43.0,91.0,9.875,502.0
Normandie,2017/12/08,36.0,70.0,9.875,501.0
Normandie,2017/12/09,17.0,80.0,10.0,499.0
Normandie,2017/12/10,50.0,82.0,9.375,498.0
Normandie,2017/12/11,58.0,91.0,8.875,497.0
Normandie,2017/12/12,12.0,80.0,10.0,496.0
Normandie,2017/12/13,37.0,87.0,9.0,495.0
Normandie,2017/12/14,39.0,80.0,9.5,494.0
Normandie,2017/12/15,39.0,79.0,9.875,494.0
Normandie,2017/12/16,23.0,79.0,10.0,494.0
Normandie,2017/12/17,20.0,87.0,10.0,493.0
Normandie,2017/12/18,18.0,85.0,9.0,492.0
Normandie,2017/12/19,13.0,82.0,10.0,492.0
Normandie,2017/12/20,13.0,95.0,7.0,492.0
Normandie,2017/12/21,19.0,96.0,9.0,492.0
Normandie,2017/12/22,17.0,94.0,9.875,492.0
Normandie,2017/12/23,21.0,94.0,10.0,492.0
Normandie,2017/12/24,24.0,92.0,10.0,492.0
Normandie,2017/12/25,34.0,87.0,10.0,493.0
Normandie,2017/12/26,32.0,81.0,9.375,493.0
Normandie,2017/12/27,52.0,83.0,9.0,494.0
Normandie,2017/12/28,14.0,79.0,9.875,494.0
Normandie,2017/12/29,45.0,88.0,9.875,495.0
Normandie,2017/12/30,40.0,90.0,9.5,496.0
Normandie,2017/12/31,41.0,87.0,9.0,497.0
Nouvelle-Aquitaine,2017/01/01,11.333333333333334,90.0,9.25,526.6666666666666
Nouvelle-Aquitaine,2017/01/02,12.0,89.0,8.666666666666666,527.6666666666666
Nouvelle-Aquitaine,2017/01/03,17.333333333333332,83.66666666666667,9.666666666666666,528.6666666666666
Nouvelle-Aquitaine,2017/01/04,8.333333333333334,68.0,10.0,529.6666666666666
Nouvelle-Aquitaine,2017/01/05,11.666666666666666,90.33333333333333,9.541666666666666,530.6666666666666
Nouvelle-Aquitaine,2017/01/06,17.666666666666668,73.0,10.0,531.6666666666666
Nouvelle-Aquitaine,2017/01/07,11.666666666666666,34.666666666666664,10.0,534.0
Nouvelle-Aquitaine,2017/01/08,10.666666666666666,91.33333333333333,7.75,535.0
Nouvelle-Aquitaine,2017/01/09,9.0,93.33333333333333,6.791666666666667,536.3333333333334
Nouvelle-Aquitaine,2017/01/10,19.333333333333332,90.33333333333333,9.0,538.3333333333334
Nouvelle-Aquitaine,2017/01/11,16.333333333333332,97.33333333333333,5.916666666666667,539.6666666666666
Nouvelle-Aquitaine,2017/01/12,33.666666666666664,95.0,7.291666666666667,540.6666666666666
Nouvelle-Aquitaine,2017/01/13,29.0,77.33333333333333,10.0,543.0
Nouvelle-Aquitaine,2017/01/14,16.666666666666668,78.66666666666667,8.791666666666666,544.6666666666666
Nouvelle-Aquitaine,2017/01/15,14.333333333333334,90.66666666666667,8.25,546.6666666666666
Nouvelle-Aquitaine,2017/01/16,20.333333333333332,92.33333333333333,8.458333333333334,548.6666666666666
Nouvelle-Aquitaine,2017/01/17,26.666666666666668,72.33333333333333,9.666666666666666,550.0
Nouvelle-Aquitaine,2017/01/18,24.333333333333332,69.33333333333333,10.0,552.6666666666666
Nouvelle-Aquitaine,2017/01/19,15.666666666666666,72.0,10.0,554.6666666666666
Nouvelle-Aquitaine,2017/01/20,11.333333333333334,65.0,10.0,556.3333333333334
Nouvelle-Aquitaine,2017/01/21,11.666666666666666,73.33333333333333,10.0,558.6666666666666
Nouvelle-Aquitaine,2017/01/22,12.333333333333334,61.333333333333336,10.0,561.0
Nouvelle-Aquitaine,2017/01/23,17.0,61.333333333333336,10.0,563.0
Nouvelle-Aquitaine,2017/01/24,17.0,61.666666666666664,10.0,565.3333333333334
Nouvelle-Aquitaine,2017/01/25,15.666666666666666,81.0,9.333333333333334,567.6666666666666
Nouvelle-Aquitaine,2017/01/26,20.0,72.33333333333333,10.0,570.0
Nouvelle-Aquitaine,2017/01/27,22.333333333333332,83.33333333333333,10.0,572.6666666666666
Nouvelle-Aquitaine,2017/01/28,14.666666666666666,88.66666666666667,8.291666666666666,575.0
Nouvelle-Aquitaine,2017/01/29,18.666666666666668,87.33333333333333,8.5,577.3333333333334
Nouvelle-Aquitaine,2017/01/30,17.666666666666668,95.66666666666667,7.583333333333333,580.3333333333334
Nouvelle-Aquitaine,2017/01/31,14.666666666666666,89.66666666666667,8.541666666666666,582.3333333333334
Nouvelle-Aquitaine,2017/02/01,17.0,90.0,8.708333333333334,585.6666666666666
Nouvelle-Aquitaine,2017/02/02,32.0,91.66666666666667,9.166666666666666,588.0
Nouvelle-Aquitaine,2017/02/03,42.333333333333336,88.0,9.958333333333334,591.0
Nouvelle-Aquitaine,2017/02/04,37.0,84.33333333333333,9.0,593.3333333333334
Nouvelle-Aquitaine,2017/02/05,46.0,83.66666666666667,9.291666666666666,596.0
Nouvelle-Aquitaine,2017/02/06,12.666666666666666,92.66666666666667,8.791666666666666,599.0
Nouvelle-Aquitaine,2017/02/07,15.333333333333334,91.66666666666667,7.833333333333333,601.6666666666666
Nouvelle-Aquitaine,2017/02/08,18.0,87.0,8.916666666666666,604.6666666666666
Nouvelle-Aquitaine,2017/02/09,14.0,91.66666666666667,7.333333333333333,607.6666666666666
Nouvelle-Aquitaine,2017/02/10,18.666666666666668,86.0,9.0,610.0
Nouvelle-Aquitaine,2017/02/11,19.0,79.33333333333333,8.833333333333334,613.0
Nouvelle-Aquitaine,2017/02/12,25.333333333333332,91.0,8.5,616.0
Nouvelle-Aquitaine,2017/02/13,27.666666666666668,80.33333333333333,9.083333333333334,619.0
Nouvelle-Aquitaine,2017/02/14,15.333333333333334,92.0,7.375,622.0
Nouvelle-Aquitaine,2017/02/15,17.666666666666668,87.66666666666667,9.333333333333334,624.6666666666666
Nouvelle-Aquitaine,2017/02/16,8.333333333333334,90.0,7.333333333333333,628.0
Nouvelle-Aquitaine,2017/02/17,8.666666666666666,84.0,8.833333333333334,630.6666666666666
Nouvelle-Aquitaine,2017/02/18,9.333333333333334,82.66666666666667,9.666666666666666,634.0
Nouvelle-Aquitaine,2017/02/19,10.0,78.66666666666667,10.0,636.6666666666666
Nouvelle-Aquitaine,2017/02/20,14.666666666666666,93.0,6.416666666666667,640.3333333333334
Nouvelle-Aquitaine,2017/02/21,11.5,92.0,6.5,643.0
Nouvelle-Aquitaine,2017/02/22,8.666666666666666,91.0,6.0,646.3333333333334
Nouvelle-Aquitaine,2017/02/23,21.666666666666668,91.33333333333333,7.25,649.6666666666666
Nouvelle-Aquitaine,2017/02/24,16.666666666666668,80.0,8.916666666666666,652.0
Nouvelle-Aquitaine,2017/02/25,10.666666666666666,77.33333333333333,9.333333333333334,655.3333333333334
Nouvelle-Aquitaine,2017/02/26,17.333333333333332,95.0,8.25,659.0
Nouvelle-Aquitaine,2017/02/27,40.666666666666664,88.0,9.041666666666666,662.0
Nouvelle-Aquitaine,2017/02/28,39.333333333333336,84.33333333333333,9.583333333333334,665.0
Nouvelle-Aquitaine,2017/03/01,30.333333333333332,92.33333333333333,9.375,668.3333333333334
Nouvelle-Aquitaine,2017/03/02,11.666666666666666,83.66666666666667,8.75,671.3333333333334
Nouvelle-Aquitaine,2017/03/03,28.0,78.0,9.875,674.6666666666666
Nouvelle-Aquitaine,2017/03/04,27.666666666666668,84.0,9.375,678.0
Nouvelle-Aquitaine,2017/03/05,35.0,92.33333333333333,9.5,681.0
Nouvelle-Aquitaine,2017/03/06,44.666666666666664,88.66666666666667,9.416666666666666,684.3333333333334
Nouvelle-Aquitaine,2017/03/07,14.0,97.0,6.75,687.3333333333334
Nouvelle-Aquitaine,2017/03/08,20.0,94.33333333333333,7.708333333333333,690.3333333333334
Nouvelle-Aquitaine,2017/03/09,10.666666666666666,88.66666666666667,7.583333333333333,694.0
Nouvelle-Aquitaine,2017/03/10,11.0,86.0,7.75,697.3333333333334
Nouvelle-Aquitaine,2017/03/11,7.0,79.0,10.0,700.3333333333334
Nouvelle-Aquitaine,2017/03/12,19.666666666666668,94.33333333333333,7.125,704.3333333333334
Nouvelle-Aquitaine,2017/03/13,17.666666666666668,90.33333333333333,8.625,707.0
Nouvelle-Aquitaine,2017/03/14,14.666666666666666,86.66666666666667,8.083333333333334,710.0
Nouvelle-Aquitaine,2017/03/15,17.0,81.33333333333333,9.666666666666666,713.6666666666666
Nouvelle-Aquitaine,2017/03/16,9.333333333333334,77.66666666666667,10.0,716.6666666666666
Nouvelle-Aquitaine,2017/03/17,14.333333333333334,85.33333333333333,9.25,719.6666666666666
Nouvelle-Aquitaine,2017/03/18,16.666666666666668,83.33333333333333,8.083333333333334,723.0
Nouvelle-Aquitaine,2017/03/19,13.0,90.0,6.416666666666667,726.3333333333334
Nouvelle-Aquitaine,2017/03/20,16.333333333333332,86.0,7.25,730.0
Nouvelle-Aquitaine,2017/03/21,14.666666666666666,93.66666666666667,8.375,732.6666666666666
Nouvelle-Aquitaine,2017/03/22,20.0,89.0,7.25,736.0
Nouvelle-Aquitaine,2017/03/23,16.666666666666668,85.66666666666667,7.916666666666667,739.6666666666666
Nouvelle-Aquitaine,2017/03/24,18.0,75.33333333333333,9.583333333333334,742.6666666666666
Nouvelle-Aquitaine,2017/03/25,26.333333333333332,81.0,9.75,745.6666666666666
Nouvelle-Aquitaine,2017/03/26,14.333333333333334,73.66666666666667,10.0,749.6666666666666
Nouvelle-Aquitaine,2017/03/27,15.0,78.33333333333333,9.958333333333334,752.6666666666666
Nouvelle-Aquitaine,2017/03/28,10.333333333333334,80.66666666666667,8.833333333333334,755.6666666666666
Nouvelle-Aquitaine,2017/03/29,11.666666666666666,74.66666666666667,9.666666666666666,759.6666666666666
Nouvelle-Aquitaine,2017/03/30,14.333333333333334,71.66666666666667,10.0,762.0
Nouvelle-Aquitaine,2017/03/31,15.0,82.33333333333333,9.208333333333334,765.0
Nouvelle-Aquitaine,2017/04/01,22.666666666666668,80.66666666666667,9.208333333333334,768.6666666666666
Nouvelle-Aquitaine,2017/04/02,14.333333333333334,84.33333333333333,8.083333333333334,772.0
Nouvelle-Aquitaine,2017/04/03,13.666666666666666,76.33333333333333,8.666666666666666,775.0
Nouvelle-Aquitaine,2017/04/04,18.333333333333332,76.66666666666667,9.583333333333334,778.6666666666666
Nouvelle-Aquitaine,2017/04/05,20.333333333333332,86.33333333333333,7.833333333333333,781.6666666666666
Nouvelle-Aquitaine,2017/04/06,22.666666666666668,72.0,9.25,784.3333333333334
Nouvelle-Aquitaine,2017/04/07,16.333333333333332,71.66666666666667,10.0,788.0
Nouvelle-Aquitaine,2017/04/08,12.666666666666666,71.33333333333333,9.666666666666666,791.0
Nouvelle-Aquitaine,2017/04/09,11.0,69.0,10.0,793.6666666666666
Nouvelle-Aquitaine,2017/04/10,14.333333333333334,77.0,9.958333333333334,797.6666666666666
Nouvelle-Aquitaine,2017/04/11,15.333333333333334,74.0,8.25,800.3333333333334
Nouvelle-Aquitaine,2017/04/12,12.333333333333334,69.0,10.0,803.3333333333334
Nouvelle-Aquitaine,2017/04/13,12.0,76.66666666666667,8.25,807.0
Nouvelle-Aquitaine,2017/04/14,14.666666666666666,75.0,8.166666666666666,809.6666666666666
Nouvelle-Aquitaine,2017/04/15,12.0,83.0,8.583333333333334,812.3333333333334
Nouvelle-Aquitaine,2017/04/16,13.333333333333334,77.66666666666667,8.041666666666666,815.6666666666666
Nouvelle-Aquitaine,2017/04/17,14.666666666666666,72.0,8.916666666666666,819.0
Nouvelle-Aquitaine,2017/04/18,23.666666666666668,65.0,8.916666666666666,821.6666666666666
Nouvelle-Aquitaine,2017/04/19,27.0,57.0,10.0,824.3333333333334
Nouvelle-Aquitaine,2017/04/20,26.0,54.0,10.0,828.0
Nouvelle-Aquitaine,2017/04/21,17.333333333333332,54.666666666666664,10.0,830.6666666666666
Nouvelle-Aquitaine,2017/04/22,16.333333333333332,60.0,10.0,833.3333333333334
Nouvelle-Aquitaine,2017/04/23,22.333333333333332,68.66666666666667,10.0,836.6666666666666
Nouvelle-Aquitaine,2017/04/24,13.666666666666666,64.33333333333333,9.666666666666666,839.3333333333334
Nouvelle-Aquitaine,2017/04/25,18.666666666666668,92.33333333333333,9.333333333333334,842.0
Nouvelle-Aquitaine,2017/04/26,18.666666666666668,67.0,9.833333333333334,845.0
Nouvelle-Aquitaine,2017/04/27,18.666666666666668,65.33333333333333,9.916666666666666,848.3333333333334
Nouvelle-Aquitaine,2017/04/28,12.0,65.66666666666667,9.291666666666666,850.6666666666666
Nouvelle-Aquitaine,2017/04/29,18.333333333333332,57.0,10.0,853.3333333333334
Nouvelle-Aquitaine,2017/04/30,33.333333333333336,89.66666666666667,9.625,856.0
Nouvelle-Aquitaine,2017/05/01,25.333333333333332,78.33333333333333,9.416666666666666,859.6666666666666
Nouvelle-Aquitaine,2017/05/02,15.333333333333334,83.66666666666667,8.541666666666666,861.6666666666666
Nouvelle-Aquitaine,2017/05/03,9.333333333333334,72.33333333333333,8.916666666666666,865.0
Nouvelle-Aquitaine,2017/05/04,15.333333333333334,70.33333333333333,10.0,867.0
Nouvelle-Aquitaine,2017/05/05,23.666666666666668,72.33333333333333,9.666666666666666,870.0
Nouvelle-Aquitaine,2017/05/06,30.0,81.66666666666667,9.083333333333334,872.6666666666666
Nouvelle-Aquitaine,2017/05/07,17.333333333333332,82.0,7.583333333333333,875.3333333333334
Nouvelle-Aquitaine,2017/05/08,17.666666666666668,71.66666666666667,8.083333333333334,878.0
Nouvelle-Aquitaine,2017/05/09,24.0,67.33333333333333,10.0,880.3333333333334
Nouvelle-Aquitaine,2017/05/10,19.0,81.33333333333333,9.375,882.6666666666666
Nouvelle-Aquitaine,2017/05/11,26.0,90.0,9.5,885.6666666666666
Nouvelle-Aquitaine,2017/05/12,21.333333333333332,72.0,9.541666666666666,888.0
Nouvelle-Aquitaine,2017/05/13,14.333333333333334,85.0,8.875,890.0
Nouvelle-Aquitaine,2017/05/14,13.666666666666666,68.33333333333333,9.25,892.6666666666666
Nouvelle-Aquitaine,2017/05/15,11.0,66.33333333333333,10.0,895.0
Nouvelle-Aquitaine,2017/05/16,7.666666666666667,63.666666666666664,10.0,897.3333333333334
Nouvelle-Aquitaine,2017/05/17,18.333333333333332,78.66666666666667,9.791666666666666,899.3333333333334
Nouvelle-Aquitaine,2017/05/18,20.333333333333332,94.33333333333333,7.333333333333333,901.3333333333334
Nouvelle-Aquitaine,2017/05/19,25.0,80.33333333333333,8.625,903.6666666666666
Nouvelle-Aquitaine,2017/05/20,17.666666666666668,79.0,8.375,906.0
Nouvelle-Aquitaine,2017/05/21,17.333333333333332,67.33333333333333,9.25,908.3333333333334
Nouvelle-Aquitaine,2017/05/22,13.0,70.0,9.875,910.3333333333334
Nouvelle-Aquitaine,2017/05/23,10.333333333333334,83.0,7.5,912.3333333333334
Nouvelle-Aquitaine,2017/05/24,17.333333333333332,73.33333333333333,9.0,914.3333333333334
Nouvelle-Aquitaine,2017/05/25,19.333333333333332,66.0,10.0,916.3333333333334
Nouvelle-Aquitaine,2017/05/26,13.666666666666666,65.66666666666667,9.958333333333334,917.6666666666666
Nouvelle-Aquitaine,2017/05/27,8.333333333333334,73.66666666666667,9.916666666666666,919.6666666666666
Nouvelle-Aquitaine,2017/05/28,13.666666666666666,64.33333333333333,9.916666666666666,921.3333333333334
Nouvelle-Aquitaine,2017/05/29,14.333333333333334,86.0,9.416666666666666,923.3333333333334
Nouvelle-Aquitaine,2017/05/30,13.333333333333334,78.0,8.666666666666666,924.6666666666666
Nouvelle-Aquitaine,2017/05/31,11.666666666666666,84.0,8.208333333333334,926.0
Nouvelle-Aquitaine,2017/06/01,6.333333333333333,74.0,8.791666666666666,927.6666666666666
Nouvelle-Aquitaine,2017/06/02,12.0,69.66666666666667,9.416666666666666,928.6666666666666
Nouvelle-Aquitaine,2017/06/03,16.0,92.66666666666667,9.0,930.0
Nouvelle-Aquitaine,2017/06/04,11.666666666666666,70.0,8.833333333333334,931.6666666666666
Nouvelle-Aquitaine,2017/06/05,19.666666666666668,66.0,9.333333333333334,932.6666666666666
Nouvelle-Aquitaine,2017/06/06,29.0,75.66666666666667,10.0,934.0
Nouvelle-Aquitaine,2017/06/07,14.666666666666666,67.66666666666667,9.666666666666666,934.6666666666666
Nouvelle-Aquitaine,2017/06/08,14.333333333333334,63.666666666666664,9.916666666666666,935.6666666666666
Nouvelle-Aquitaine,2017/06/09,11.333333333333334,76.66666666666667,9.0,936.6666666666666
Nouvelle-Aquitaine,2017/06/10,7.333333333333333,65.0,9.333333333333334,937.6666666666666
Nouvelle-Aquitaine,2017/06/11,16.333333333333332,65.0,9.666666666666666,938.3333333333334
Nouvelle-Aquitaine,2017/06/12,11.666666666666666,68.33333333333333,8.5,938.6666666666666
Nouvelle-Aquitaine,2017/06/13,14.0,72.0,9.083333333333334,939.6666666666666
Nouvelle-Aquitaine,2017/06/14,12.0,81.0,8.291666666666666,940.0
Nouvelle-Aquitaine,2017/06/15,17.666666666666668,76.33333333333333,8.541666666666666,940.6666666666666
Nouvelle-Aquitaine,2017/06/16,14.666666666666666,67.0,8.166666666666666,941.0
Nouvelle-Aquitaine,2017/06/17,21.666666666666668,66.33333333333333,9.666666666666666,941.6666666666666
Nouvelle-Aquitaine,2017/06/18,18.0,62.333333333333336,10.0,941.6666666666666
Nouvelle-Aquitaine,2017/06/19,13.666666666666666,63.0,9.958333333333334,941.6666666666666
Nouvelle-Aquitaine,2017/06/20,13.0,58.666666666666664,10.0,942.0
Nouvelle-Aquitaine,2017/06/21,11.666666666666666,60.0,10.0,942.3333333333334
Nouvelle-Aquitaine,2017/06/22,16.0,59.0,10.0,941.6666666666666
Nouvelle-Aquitaine,2017/06/23,13.0,83.66666666666667,9.25,941.6666666666666
Nouvelle-Aquitaine,2017/06/24,14.666666666666666,72.0,8.916666666666666,941.3333333333334
Nouvelle-Aquitaine,2017/06/25,10.0,67.33333333333333,8.833333333333334,941.3333333333334
Nouvelle-Aquitaine,2017/06/26,7.666666666666667,76.0,8.708333333333334,941.0
Nouvelle-Aquitaine,2017/06/27,17.666666666666668,84.0,8.166666666666666,940.6666666666666
Nouvelle-Aquitaine,2017/06/28,27.666666666666668,80.33333333333333,8.5,939.6666666666666
Nouvelle-Aquitaine,2017/06/29,34.0,82.0,9.583333333333334,939.3333333333334
Nouvelle-Aquitaine,2017/06/30,25.666666666666668,89.33333333333333,9.0,938.6666666666666
Nouvelle-Aquitaine,2017/07/01,17.666666666666668,87.0,7.416666666666667,938.3333333333334
Nouvelle-Aquitaine,2017/07/02,14.333333333333334,81.66666666666667,8.333333333333334,936.6666666666666
Nouvelle-Aquitaine,2017/07/03,11.333333333333334,78.66666666666667,7.666666666666667,936.0
Nouvelle-Aquitaine,2017/07/04,11.0,64.33333333333333,9.666666666666666,935.3333333333334
Nouvelle-Aquitaine,2017/07/05,15.666666666666666,58.666666666666664,9.958333333333334,933.6666666666666
Nouvelle-Aquitaine,2017/07/06,15.0,76.33333333333333,9.666666666666666,933.0
Nouvelle-Aquitaine,2017/07/07,9.333333333333334,63.666666666666664,10.0,932.3333333333334
Nouvelle-Aquitaine,2017/07/08,16.666666666666668,72.66666666666667,9.666666666666666,930.6666666666666
Nouvelle-Aquitaine,2017/07/09,19.0,84.33333333333333,9.083333333333334,929.3333333333334
Nouvelle-Aquitaine,2017/07/10,20.0,86.66666666666667,7.083333333333333,928.0
Nouvelle-Aquitaine,2017/07/11,19.0,72.33333333333333,8.916666666666666,926.3333333333334
Nouvelle-Aquitaine,2017/07/12,21.666666666666668,83.66666666666667,9.333333333333334,925.0
Nouvelle-Aquitaine,2017/07/13,15.666666666666666,82.66666666666667,8.5,923.6666666666666
Nouvelle-Aquitaine,2017/07/14,15.0,70.66666666666667,8.833333333333334,921.6666666666666
Nouvelle-Aquitaine,2017/07/15,13.333333333333334,62.0,9.0,920.3333333333334
Nouvelle-Aquitaine,2017/07/16,15.666666666666666,59.333333333333336,10.0,918.6666666666666
Nouvelle-Aquitaine,2017/07/17,13.666666666666666,57.0,10.0,916.6666666666666
Nouvelle-Aquitaine,2017/07/18,20.666666666666668,59.666666666666664,9.916666666666666,914.6666666666666
Nouvelle-Aquitaine,2017/07/19,17.666666666666668,84.66666666666667,8.708333333333334,912.6666666666666
Nouvelle-Aquitaine,2017/07/20,14.333333333333334,79.33333333333333,8.916666666666666,910.6666666666666
